 # Once                                                             FEFF 9.9.1
 # POT  SCF 100 10.0000   0, core-hole, AFOLP (folp(0)= 1.150)
 # Abs   Z=29 Rmt= 1.406 Rnm= 1.457 K  shell
 # Pot 1 Z=29 Rmt= 1.317 Rnm= 1.353
 # Gam_ch=1.729E+00 H-L exch Vi= 0.000E+00 Vr= 0.000E+00
 # Mu=-8.226E+00eV kf=2.060E+00 Vint=-1.835E+01eV Rs_int= 1.760
 # PATH  Rmax=10.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 Path   72      icalc       2
 -----------------------------------------------------------------------
   5  96.000   8.0218    2.5596   -8.22632 nleg, deg, reff, rnrmav(bohr), edge
        x         y         z   pot at#
    -0.0000   -0.0000   -0.0000  0  29 Cu       absorbing atom
    -3.5100    1.7550   -1.7550  1  29 Cu    
    -5.2650   -0.0000   -5.2650  1  29 Cu    
    -3.5100   -0.0000   -3.5100  1  29 Cu    
    -1.7550   -0.0000   -1.7550  1  29 Cu    
    k   real[2*phc]   mag[feff]  phase[feff] red factor   lambda     real[p]@#
 -0.000  3.7430E+00  0.0000E+00 -1.9651E+00  9.724E-01  1.4380E+01  1.6316E+00
  0.100  3.7442E+00  2.4241E-04 -3.5313E+00  9.726E-01  1.4405E+01  1.6345E+00
  0.200  3.7476E+00  4.4886E-04 -5.0233E+00  9.734E-01  1.4481E+01  1.6433E+00
  0.300  3.7532E+00  5.9530E-04 -6.4458E+00  9.746E-01  1.4603E+01  1.6578E+00
  0.400  3.7605E+00  6.7543E-04 -7.8064E+00  9.763E-01  1.4763E+01  1.6779E+00
  0.500  3.7691E+00  6.9891E-04 -9.1145E+00  9.784E-01  1.4952E+01  1.7034E+00
  0.600  3.7786E+00  6.8491E-04 -1.0380E+01  9.809E-01  1.5158E+01  1.7340E+00
  0.700  3.7884E+00  6.5528E-04 -1.1610E+01  9.838E-01  1.5368E+01  1.7697E+00
  0.800  3.7977E+00  6.3211E-04 -1.2806E+01  9.871E-01  1.5564E+01  1.8100E+00
  0.900  3.8059E+00  6.2506E-04 -1.3961E+01  9.908E-01  1.5732E+01  1.8547E+00
  1.000  3.8122E+00  6.4459E-04 -1.5059E+01  9.948E-01  1.5856E+01  1.9037E+00
  1.100  3.8161E+00  6.9223E-04 -1.6083E+01  9.991E-01  1.5924E+01  1.9566E+00
  1.200  3.8168E+00  7.6675E-04 -1.7025E+01  1.004E+00  1.5925E+01  2.0132E+00
  1.300  3.8137E+00  8.6546E-04 -1.7885E+01  1.009E+00  1.5854E+01  2.0734E+00
  1.400  3.8063E+00  9.8728E-04 -1.8670E+01  1.014E+00  1.5712E+01  2.1370E+00
  1.500  3.7940E+00  1.1317E-03 -1.9385E+01  1.020E+00  1.5501E+01  2.2039E+00
  1.600  3.7765E+00  1.3001E-03 -2.0037E+01  1.026E+00  1.5232E+01  2.2740E+00
  1.700  3.7534E+00  1.4943E-03 -2.0632E+01  1.032E+00  1.4919E+01  2.3472E+00
  1.800  3.7243E+00  1.7162E-03 -2.1173E+01  1.039E+00  1.4576E+01  2.4235E+00
  1.900  3.6889E+00  1.9692E-03 -2.1662E+01  1.045E+00  1.4222E+01  2.5030E+00
  2.000  3.6469E+00  2.2548E-03 -2.2103E+01  1.052E+00  1.3876E+01  2.5855E+00
  2.200  3.5424E+00  2.9258E-03 -2.2833E+01  1.063E+00  1.3287E+01  2.7606E+00
  2.400  3.3859E+00  4.0412E-03 -2.3221E+01  1.068E+00  1.2972E+01  2.9596E+00
  2.600  3.2433E+00  4.7655E-03 -2.3269E+01  1.220E+00  7.5063E+00  3.1564E+00
  2.800  3.2261E+00  3.8714E-03 -2.4479E+01  1.279E+00  6.1887E+00  3.3018E+00
  3.000  3.1991E+00  3.3676E-03 -2.5833E+01  1.303E+00  5.6355E+00  3.4463E+00
  3.200  3.1433E+00  3.2719E-03 -2.7050E+01  1.299E+00  5.3855E+00  3.6003E+00
  3.400  3.0754E+00  3.2118E-03 -2.8205E+01  1.287E+00  5.2925E+00  3.7596E+00
  3.600  2.9985E+00  3.1333E-03 -2.9344E+01  1.270E+00  5.2928E+00  3.9237E+00
  3.800  2.9165E+00  3.3094E-03 -3.0571E+01  1.250E+00  5.3549E+00  4.0919E+00
  4.000  2.8298E+00  4.7283E-03 -3.1765E+01  1.229E+00  5.4613E+00  4.2639E+00
  4.200  2.7396E+00  7.8977E-03 -3.2644E+01  1.210E+00  5.6013E+00  4.4391E+00
  4.400  2.6479E+00  1.2713E-02 -3.3274E+01  1.190E+00  5.7682E+00  4.6171E+00
  4.600  2.5539E+00  1.8871E-02 -3.3757E+01  1.172E+00  5.9571E+00  4.7977E+00
  4.800  2.4581E+00  2.5793E-02 -3.4137E+01  1.155E+00  6.1647E+00  4.9804E+00
  5.000  2.3609E+00  3.3334E-02 -3.4461E+01  1.139E+00  6.3885E+00  5.1649E+00
  5.200  2.2621E+00  4.0996E-02 -3.4737E+01  1.124E+00  6.6267E+00  5.3512E+00
  5.400  2.1627E+00  4.8197E-02 -3.4969E+01  1.109E+00  6.8778E+00  5.5389E+00
  5.600  2.0625E+00  5.4697E-02 -3.5174E+01  1.096E+00  7.1406E+00  5.7279E+00
  5.800  1.9627E+00  6.0114E-02 -3.5353E+01  1.084E+00  7.4141E+00  5.9180E+00
  6.000  1.8641E+00  6.4211E-02 -3.5507E+01  1.071E+00  7.6977E+00  6.1091E+00
  6.500  1.6244E+00  6.7647E-02 -3.5811E+01  1.045E+00  8.4464E+00  6.5903E+00
  7.000  1.3980E+00  6.2951E-02 -3.6004E+01  1.025E+00  9.2463E+00  7.0756E+00
  7.500  1.1827E+00  5.4311E-02 -3.6077E+01  1.010E+00  1.0092E+01  7.5639E+00
  8.000  9.7564E-01  4.6858E-02 -3.6017E+01  9.986E-01  1.0980E+01  8.0545E+00
  8.500  7.7171E-01  4.4558E-02 -3.5879E+01  9.874E-01  1.1907E+01  8.5467E+00
